"","esttrend","estseasonal","residseries","Yearfrac","year_tre","month_tre","resid"
"196",52.26611644,-1.472729798,-0.093429585,1916.25,501.955926004176,315.199916421287,1698.56030320689
"197",52.27140437,7.801808243,-6.473257692,1916.3333,502.401156575654,357.290831736873,1508.51362011278
"198",52.27682805,16.5053288,-2.882197601,1916.4167,502.857816959946,396.790281207311,1615.48657418616
"199",52.28237306,26.02638729,1.491196704,1916.5,503.32469302887,439.999987701125,1745.76423489867
"200",52.28804429,25.01005256,-0.698142084,1916.5833,503.802196508281,435.387525186701,1680.54671369741
"201",52.29384719,14.41755244,0.588559781,1916.6667,504.290786274641,387.315262874521,1718.87586888358
"202",52.29976614,2.288725712,-5.288534789,1916.75,504.789147162748,332.270643247233,1543.80495623103
"203",52.30580627,-13.01720783,-3.288643817,1916.8333,505.297711105859,262.807264080066,1603.37907631765
"204",52.31197319,-22.44959414,-4.0624195,1916.9167,505.816950452041,219.999981211313,1580.3293170535
"205",52.31825018,-22.44959414,-3.568698983,1917,506.345457418822,219.999981211313,1595.0366014909
"206",52.32464256,-19.79944437,-3.825243715,1917.0833,506.883679936991,232.02723572788,1587.39447155195
"207",52.33115612,-12.13366649,-8.197529948,1917.1667,507.432105510165,266.817066353274,1457.14981884603
"208",52.33777307,-1.472729798,-6.765086208,1917.25,507.989236264531,315.199916421287,1499.82043268392
"209",52.34449892,7.801808243,-2.446352812,1917.3333,508.555536128405,357.290831736873,1628.46981685416
"210",52.35133964,16.5053288,-0.356708624,1917.4167,509.131507760956,396.790281207311,1690.71756712513
"211",52.35827648,26.02638729,6.51529329,1917.5,509.715572458757,439.999987701125,1895.42546020129
"212",52.36531516,25.01005256,1.424586511,1917.5833,510.308211831602,435.387525186701,1743.78000491197
"213",52.37246186,14.41755244,3.809945637,1917.6667,510.909946220139,387.315262874521,1814.83671400844
"214",52.37969696,2.288725712,0.631534386,1917.75,511.519123669101,332.270643247233,1720.15602580952
"215",52.38702645,-13.01720783,11.23013549,1917.8333,512.136248521613,262.807264080066,2035.87440434118
"216",52.39445676,-22.44959414,8.855097426,1917.9167,512.761862167699,219.999981211313,1965.12514609859
"217",52.40196752,-22.44959414,-2.052416324,1918,513.39424950396,219.999981211313,1640.20466638906
"218",52.40956505,-19.79944437,-2.510166675,1918.0833,514.033942658694,232.02723572788,1626.56888585803
"219",52.41725607,-12.13366649,5.416370567,1918.1667,514.681507439212,266.817066353274,1862.68999852737
"220",52.42501962,-1.472729798,-4.552332767,1918.25,515.335179065575,315.199916421287,1565.73544558305
"221",52.4328624,7.801808243,-0.434716739,1918.3333,515.99552166114,357.290831736873,1688.39380804236
"222",52.4407915,16.5053288,8.353839939,1918.4167,516.663132186299,396.790281207311,1950.19334524397
"223",52.44878552,26.02638729,-2.675215756,1918.5,517.336208814204,439.999987701125,1621.65229094894
"224",52.45685158,25.01005256,-2.966950314,1918.5833,518.015351031172,435.387525186701,1612.96190240524
"225",52.46499721,14.41755244,-1.382589319,1918.6667,518.701192844499,387.315262874521,1660.15793133791
"226",52.4732007,2.288725712,3.838030645,1918.75,519.391906326108,332.270643247233,1815.6733294353
"227",52.48146968,-13.01720783,-1.464308109,1918.8333,520.088133903049,262.807264080066,1657.72363613034
"228",52.48981217,-22.44959414,5.359742378,1918.9167,520.790550839401,219.999981211313,1861.00311930295
"229",52.49820627,-22.44959414,8.751344928,1919,521.497313209561,219.999981211313,1962.03449572731
"230",52.50666016,-19.79944437,-3.707262125,1919.0833,522.20910974921,232.02723572788,1590.90898784763
"231",52.51518242,-12.13366649,1.118444547,1919.1667,522.926662873036,266.817066353274,1734.6604387045
"232",52.52375105,-1.472729798,5.448935809,1919.25,523.648120235687,315.199916421287,1863.66007422886
"233",52.53237482,7.801808243,5.065770535,1919.3333,524.374220249375,357.290831736873,1852.2460849835
"234",52.54106288,16.5053288,11.25356886,1919.4167,525.105733321377,396.790281207311,2036.57245359384
"235",52.54979325,26.02638729,8.62377652,1919.5,525.840808790286,439.999987701125,1958.23440074021
"236",52.55857526,25.01005256,4.131325717,1919.5833,526.580232218928,435.387525186701,1824.41020363734
"237",52.56741868,14.41755244,0.114989489,1919.6667,527.324826217036,387.315262874521,1704.7688331301
"238",52.57630153,2.288725712,-12.26507018,1919.75,528.072740123205,332.270643247233,1335.98314844699
"239",52.58523376,-13.01720783,-5.568072453,1919.8333,528.82481170272,262.807264080066,1535.47789710779
"240",52.59422569,-22.44959414,-5.944670885,1919.9167,529.581909873949,219.999981211313,1524.25952544328
"241",52.60325539,-22.44959414,4.246295812,1920,530.342188185361,219.999981211313,1827.83501146026
"242",52.61233336,-19.79944437,-0.112935576,1920.0833,531.106530710878,232.02723572788,1697.97924540598
"243",52.62147047,-12.13366649,-5.487843266,1920.1667,531.875852677498,266.817066353274,1537.86781900239
"244",52.63064479,-1.472729798,-8.957957929,1920.25,532.648307633693,315.199916421287,1434.49767005813
"245",52.63986732,7.801808243,-2.241722203,1920.3333,533.424821752141,357.290831736873,1634.56549339085
"246",52.64914941,16.5053288,-0.154517432,1920.4167,534.20635067465,396.790281207311,1696.74057663981
"247",52.65846907,26.02638729,0.915100694,1920.5,534.991042897841,439.999987701125,1728.6030929356
"248",52.66783774,25.01005256,0.522063001,1920.5833,535.779861641297,435.387525186701,1716.89501732089
"249",52.67726718,14.41755244,1.705141218,1920.6667,536.573797067808,387.315262874521,1752.13736040769
"250",52.68673525,2.288725712,-3.775503898,1920.75,537.370985044367,332.270643247233,1588.87615523998
"251",52.69625373,-13.01720783,-3.279092658,1920.8333,538.172417417715,262.807264080066,1603.6635927744
"252",52.7058347,-22.44959414,4.143720338,1920.9167,538.979111293844,219.999981211313,1824.77942308491
"253",52.71545577,-22.44959414,5.034095428,1921,539.789181490372,219.999981211313,1851.3025252322
"254",52.72512899,-19.79944437,6.374268558,1921.0833,540.603642587366,232.02723572788,1891.22451903151
"255",52.73486666,-12.13366649,3.898760785,1921.1667,541.423530214275,266.817066353274,1817.48240038162
"256",52.74464603,-1.472729798,-1.771959172,1921.25,542.246928877605,315.199916421287,1648.55911584971
"257",52.75447931,7.801808243,-2.356334438,1921.3333,543.074866629031,357.290831736873,1631.15134574637
"258",52.76437895,16.5053288,4.830253279,1921.4167,543.908391727627,396.790281207311,1845.23033588125
"259",52.77432172,26.02638729,1.899248047,1921.5,544.745548265094,439.999987701125,1757.91954738807
"260",52.78431992,25.01005256,1.605580573,1921.5833,545.587371870879,435.387525186701,1749.17157982056
"261",52.79438607,14.41755244,-7.111977408,1921.6667,546.434916697887,387.315262874521,1489.4870003643
"262",52.80449636,2.288725712,6.406734983,1921.75,547.286178003256,332.270643247233,1892.19165110462
"263",52.81466313,-13.01720783,1.402497675,1921.8333,548.142194784336,262.807264080066,1743.12200755769
"264",52.82489889,-22.44959414,-1.975343586,1921.9167,549.004020352054,219.999981211313,1642.50056182201
"265",52.83517921,-22.44959414,-7.085628008,1922,549.869597761092,219.999981211313,1490.271914313
"266",52.84551638,-19.79944437,-11.3461191,1922.0833,550.739961798921,232.02723572788,1363.35749172877
"267",52.85592288,-12.13366649,-2.52229516,1922.1667,551.616163250543,266.817066353274,1626.20759425165
"268",52.86637362,-1.472729798,-3.79368676,1922.25,552.496089600279,315.199916421287,1588.33451171067
"269",52.87688084,7.801808243,-1.178736236,1922.3333,553.380771425727,357.290831736873,1666.23044639833
"270",52.88745695,16.5053288,5.607175547,1922.4167,554.27125361806,396.790281207311,1868.37382777146
"271",52.89807621,26.02638729,-2.124506449,1922.5,555.165368933215,439.999987701125,1638.05719643997
"272",52.90875081,25.01005256,3.681149412,1922.5833,556.064143738913,435.387525186701,1811.00004396878
"273",52.91949311,14.41755244,6.562915817,1922.6667,556.968618716452,387.315262874521,1896.84407260669
"274",52.93027674,2.288725712,5.58095461,1922.75,557.876573577333,332.270643247233,1867.59274056647
"275",52.94111386,-13.01720783,-4.123953316,1922.8333,558.789032163353,262.807264080066,1578.49630565683
"276",52.95201683,-22.44959414,-2.402461263,1922.9167,559.707035155808,219.999981211313,1629.77728833512
"277",52.96295871,-22.44959414,4.186592487,1923,560.628314273618,219.999981211313,1826.05652798145
"278",52.9739517,-19.79944437,-4.374554683,1923.0833,561.553896726476,232.02723572788,1571.03122073943
"279",52.98500821,-12.13366649,-0.051380236,1923.1667,562.484827405559,266.817066353274,1699.81289797428
"280",52.99610081,-1.472729798,3.976586045,1923.25,563.418796773,315.199916421287,1819.80071245459
"281",53.00724182,7.801808243,1.390902533,1923.3333,564.356842142196,357.290831736873,1742.77660353737
